"activity_name","destination_name","seo_title","content","description","presentation"
"Strip-Club VIP","Lisbonne","Strip-Club VIP  pour mon EVG à Lisbonne","<ul> 	<li> 		Entrée en Strip Club</li> 	<li> 		1 bouteille pour 5 personnes</li> 	<li> 		1 table dance pour les groupes de plus de 10 personnes</li><li>Le stripclub ouvre à 23h00</li><li>Le club est situé dans le centre-ville</li><li>Pas disponible le dimanche</li> </ul> ","Un Lap Dance, une bouteille de bulles, des jolies filles partout...un triptyque qui marche à toute heure, en before, en after ou toute la nuit durant...","<p>Le&nbsp;Strip-Club VIP est l'option parfaite pour régaler tout le monde :&nbsp;une table dance pour le marié (pour les groupes de plus de 10 personnes) et une bouteille pour faire patienter le groupe !</p><p>Danses sensuelles, jolies filles... Le cadre parfait pour célébrer le marié lors de son enterrement de vie de garçon.</p><p>Notre Strip Club partenaire est situé en plein centre-ville de Lisbonne, donc pas besoin de taxi ou de transfert pour s'y rendre.</p><p>C'est l'activité parfaite après un <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/ap%C3%A9ro-sur-le-tage-activites"">Apéro sur le Tage</a>.</p><p><b><u>BON À SAVOIR</u> :<br></b></p><p>Nous vous recommandons de vous y rendre entre 23h00 et 03h00 du matin pour profiter au mieux du spectacle.&nbsp;</p> "
"Cours de dessin modèle nu","Lisbonne","Cours de dessin modèle nu pour mon EVG à Lisbonne","<ul><li>Un cours de dessin privatif dispensé par un professionnel</li><li>Tout le matériel à disposition (toiles, peintures, brosses, gants, tabliers, spatules, éponges, chevalets) </li><li>Une jolie fille</li><li>À votre hébergement</li><li>Instructeur</li><li>Durée: 1h</li></ul>","<p>Le Cours de dessin modèle nu est une activité alternative au striptease classique.</p>","<p>Le Cours de dessin modèle nu est une activité alternative au striptease classique.</p><p>Qui est le meilleur à dessiner parmi votre groupe ? Découvrez-le avec cette activité ludique lors de votre EVG à Lisbonne!</p><p>L'instructeur et une jolie fille viennent chez vous. Vous aurez 1 heure pour faire le meilleur dessin !</p><p>L'activité parfaite avant une <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/tourn%C3%A9e-des-bars-et-bo%C3%AEte-activites"" rel=""noopener noreferrer"" target=""_blank"">Tournée des Bars</a> !</p><p><u>BON A SAVOIR</u> :</p><p>Le cours de dessin n'est pas possible en auberge. </p>"
"Foot & Tapas","Lisbonne","Foot & Tapas pour mon EVG à Lisbonne","<ul><li>1 heure de football&nbsp;<br></li><li>2 bifanas<br></li><li>2 boissons ( bière pression, verre de vin, boisson soft ou eau)<br></li></ul>","<p>Faites un bon match de football accompagné d'un succulent assortiment de tapas : rien de mieux pour passer une bonne soirée entre potes pendant votre EVG !</p>","<p>Vous avez rendez-vous directement au terrain de football, situé en plein centre-ville de Lisbonne.&nbsp;</p><p>Après votre partie de football, il vous sera proposé sur place 2 bifanas (sandwich avec de l'escalope de porc) ainsi que 2 boissons au choix (bière pression, verre de vin, boisson soft ou eau) dans une ambiance conviviale pour récompenser vos efforts physiques !<br></p><p>Si les tapas ne sont pas votre truc, faites du <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/foot-5%2F5-activites"">Foot 5/5</a> !</p><p><u>BON A SAVOIR</u> :</p><p>Le terrain de foot est en plein centre-ville de Lisbonne.</p>"
"Hôtel 3*","Lisbonne","Hôtel 3* pour mon EVG à Lisbonne!","<ul class=""""><li>Chambres dans un hôtel 3*</li><li>Chambres pour 2, 3 ou 4 personnes</li><li class="""">Check in à 15h</li><li class="""">Check out à 12h</li><li class="""">Possibilité de rajouter le petit-déjeuner en supplément</li></ul>","<p>Passez une nuit de roi dans une belle chambre d'un hôtel 3*.</p>","<p>Passez une nuit de roi dans une belle chambre d'un hôtel 3*.</p><p>Tous les conforts d'une chambre d'hôtel, mais sans le prix d'un hôtel de luxe.</p><p>Le meilleur compromis pour se remettre d'une nuit de fête dans les rues de la capitale portugaise !</p><p><br></p><p><u>BON A SAVOIR:</u></p><p>Le check in est generalmente à 15h et le check out à 12h.</p>"
"Parapente","Lisbonne","Parapente pour mon EVG à Lisbonne","<ul><li><span style=""font-weight: normal;"">15 minutes de temps de vol<br></span></li><li><span style=""font-weight: normal;"">Matériel complet de sécurité<br></span></li><li><span style=""font-weight: normal;"">Instructeur et guide certifié<br></span></li><li><span style=""font-weight: normal;"">Le transfert A/R en minibus privatisé<br></span></li><li><span style=""font-weight: normal;"">16 personnes maximum</span><br></li></ul> ","I believe I can fly.....On y croit aussi, mais en tandem avec notre moniteur qualifié, c'est plus safe !","<p><span style=""font-weight: normal;""> 	Session de parapente à travers les falaises de Praia Grande, Praia da Aguda et Portinho da Arrábida pendant 15 minutes avec un pilote expérimenté.&nbsp;Vous n'avez besoin d'aucun entraînement préalable, notre instructeur certifié s'occupe de tout pendant le vol. Le transfert A/R de Lisbonne vers l'activité est inclus dans le prix.</span></p><p><span style=""font-weight: normal;"">Pour ceux qui aiment voler, vous pouvez aussi faire un <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/survol-h%C3%A9licopt%C3%A8re-activites"">Survol en Hélicoptère</a>.&nbsp;</span></p><p><span style=""font-weight: normal;""><u>BON A SAVOIR</u> :</span></p> <p><span style=""font-weight: normal;""> 	Cette prestation est dépendante des conditions météo et pourra être annulée en dernière minute en cas de force majeure. Vous serez alors remboursés à votre retour.</span><br></p> "
"Tournée des bars et boîte","Lisbonne","Tournée des bars et boîte","<p><br></p><ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Un guide à la disposition de votre groupe pour 2h30</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Visite de 3 bars</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Open bar de bière et sangria dans le premier bar</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>1 shot offert dans les autres bars</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Tournée prédéfinie </li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Entrée dans l'un de nos clubs partenaires à la fin de la tournée</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Minimum 10 personnes - En dessous de 10 personnes, optez pour la formule <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/tourn%C3%A9e-des-bars-publique-activites"" rel=""noopener noreferrer"" target=""_blank"">Tournée des bars publique et boite</a></li></ol><p><br></p>","<p>Le meilleur moyen de vous imprégner de la capitale Portugaise lors de votre première soirée d'EVG !</p>","<p>Le meilleur moyen de vous imprégner de la capitale Portugaise lors de votre première soirée d'EVG !</p><p>Une guide vous accueillera dans le quartier le plus vivant de Lisbonne et vous emmènera faire la tournée des meilleurs bars de Lisbonne.</p><p>Durant 2 heures et demi, vous découvrirez ou re-découvrirez l'un des quartiers les plus festifs d'Europe où des milliers de personnes fraternisent dans les rues à coups de shots et de bières.</p><p>Qui plus est, vous terminerez la soirée en boîte de nuit.</p><p>Un indispensable dans votre enterrement de vie de garçon pour Lisbonne !</p><p>Il vous est possible de combiner cette activité avec l'activité <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/strip-club-vip-activites"" rel=""noopener noreferrer"" target=""_blank"">Entrée en strip club</a><a href=""https://www.crazy-evg.com/destination/enterrement-de-vie-de-garcon-lisbonne/prestation/strip-club-lisbonne-evg?demand_idea_id=139988"" rel=""noopener noreferrer"" target=""_blank""> </a>pour un soirée encore plus complète. </p><p><u>BON A SAVOIR</u> :</p><p>Tout se fait en centre-ville.</p>"
"Dîner Premium","Lisbonne","Dîner Premium pour mon EVG à Lisbonne","<p><ul><li><p style=""display: inline !important;"">Restaurant haut de gamme situé sur les quais de Lisbonne</p></li><li>Cuisine typique portugaise</li><li>Un menu complet comprenant entrées + plat + dessert à choisir à l'avance</li><li>Vins et boissons soft inclus pendant le repas</li></ul></p><ul> </ul> ","<p>Pour les gourmets... ici tout est bon ! Venez découvrir les meilleurs plats de Lisbonne !</p>","<p> 	Cuisine Portugaise et internationale. Le menu est à choisir à l'avance, 1 semaine avant le départ.</p> <p> 	Le rendez-vous est directement au restaurant . Nous conseillons aux groupes de prendre un taxi pour se rendre sur place.</p><p><br></p><p> 	Exemple de Menu :</p> <ul><li> 	Entrée : Carpaccio de saumon sur lit de laitue avec sauce à la moutarde</li><li> 	Plat : Filet de veau avec purée de truffe</li><li> 	Dessert : Brownie avec glace à la menthe</li></ul>  <p><br></p><p>Croyez nous, vous serez repus avant d'aller en <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/bo%C3%AEte-&amp;-bouteilles-vip-(10-pax)-activites"">boîte VIP</a> !</p><p><br></p><p><b><u>BON A SAVOIR</u> :</b></p><p>Le restaurant est en plein centre-ville de Lisbonne.&nbsp;</p> "
"Lincoln Limousine & Strip","Lisbonne","Lincoln Limousine & Strip pour mon EVG à Lisbonne","<p><ul><li><p style=""display: inline !important;"">1h dans la Lincoln, tour dans Lisbonne</p></li><li>Strip-tease à l'intérieur de la limousine</li><li>8 personnes max</li></ul></p><ul> </ul> ","<p>Pour prendre l’apéro en mood bling bling: la limousine...avec surprise!&nbsp;</p>","<p>Le RDV est généralement fixé Cais do Sodré, mais peut être modifié avec vous pour une récupération devant votre hébergement ou devant le restaurant de votre choix.</p> <p> 	Le striptease a lieu à l'arrêt dans la limousine (c'est la loi au Portugal !) mais la danseuse prévoit une petite mise en scène sympa pour stopper la limousine. Le striptea<span style=""color: rgb(0, 0, 0); font-weight: 400;"">se dure environ 10 min, puis le véhicule repart vers la destination de votre choix.</span></p><p><span style=""color: rgb(0, 0, 0); font-weight: 400;"">Si vous ne souhaitez pas de striptease, prenez la</span><span style=""color: rgb(0, 0, 0);"">&nbsp;<a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/lincoln-limo-(8pers)-activites"">limo lincoln</a>.&nbsp;</span></p><p><span style=""color: rgb(0, 0, 0); font-weight: normal;""><u><br></u></span></p><p><span style=""color: rgb(0, 0, 0); font-weight: normal;""><u>BON À SAVOIR</u> :</span></p> <p> 	Nous conseillons cette activité lors de l'apéro de 20h à 21h ou avant d'aller en boîte de 23h à minuit.&nbsp;</p><p>La limo strip peut accueillir 8 personnes maximum.&nbsp;<br></p> "
"Kite Surf ","Lisbonne","Kite Surf  pour mon EVG à Lisbonne","<ul> 	<li> 		1h Kite surf&nbsp;</li> 	<li> 		Un instructeur local</li> 	<li> 		Tout l'équipement sur place</li> 	<li> 		min 8 personnes</li> 	<li> 		Transfert A/R déjà inclus dans le prix</li> </ul> ","C'est l'heure de mettre les voiles et de décoller pendant une bonne session de Kitesurf sur une plage à proximité de Lisbonne !","<p><span style=""font-weight: normal;""> 	Kite surf à la plage Guincho ou Caracavelos.</span></p><p><span style=""font-weight: normal;"">&nbsp;Un instructeur local (selon nombre de groupes 2 ou 3 instructeurs) qui vous expliquerez tout concernant d'activité.</span></p><p><span style=""font-weight: normal;"">C'est vraiment une occasion unique, c'est deux plages sont parmi les plus belles de Lisbonne !&nbsp;</span></p><p><span style=""font-weight: normal;"">Si vous êtes plus surf, testez le <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/surf-premium-activites"">Surf Premium</a> !</span></p><p><span style=""font-weight: normal;""><u>BON A SAVOIR</u> :</span></p><p><span style=""font-weight: normal;"">Le transport en minibus privatisé est compris dans le prix.</span></p> "
"Surf Premium","Lisbonne","Surf Premium pour mon EVG à Lisbonne","<ul><li>Toute une demi-journée à la plage Guincho</li><li>1h30 de cours de surf</li><li>Un instructeur local</li><li>Tout l'équipement sur place</li><li>Transfert A/R sur place en minibus privatisé</li><li>La plage se trouve à 30 min de Lisbonne</li><li>Minimum 8 personnes</li></ul>","<div>Une&nbsp;demi-journée à la plage Guincho pour apprendre à surfer!</div>","<p>Réservez notre Surf Premium et passé une demi-journée à la plage Guincho !</p><p>Vous avez rendez-vous dans un point central de Lisbonne (Time Out Market, ou Praça Luis do Camoes) où votre minibus vous récupère pour vous emmener sur la plage de Guincho  à quelques kms de Lisbonne (compter environ 30 min de trajet).</p><p>Sur place vous serez accueillis par notre instructeur de surf qualifié, qui vous fournira vos planches et combinaisons.</p><p> Vous aurez la chance d'effectuer 1 h 30 de surf sur l'une des plages les plus belles de Lisbonne !</p><p> Ayant également été le spot de précédents championnats nationaux et mondiaux, cette plage figure comme l'une des préférées des surfeurs du monde entier !</p><p>Après tant d'efforts, rien de mieux qu'une <a href=""https://www.crazy-evg.com/enterrement-de-vie-de-garcon-lisbonne/tourn%C3%A9e-des-bars-et-bo%C3%AEte-activites"" rel=""noopener noreferrer"" target=""_blank"">Tournée des Bars</a> !</p><p><br></p><p><u>BON À SAVOIR :</u></p><p>Nous recommandons cette activité lorsqu'il fait beau, entre mai et septembre !</p><p><br></p>"
